Palavra,Frequencia
pedacos,105
botas,105
horror,105
parente,104
excecao,104
loteria,104
oposicao,104
escritos,104
sorria,104
fevereiro,104
lemos,104
inclinou,104
popular,104
fomos,104
podera,104
maus,104
teoria,104
candidato,103
meninos,103
trago,103
intimo,103
surpresa,103
hotel,103
fico,103
estudar,103
cerimonia,103
corria,103
lucia,103
vera,103
mirto,102
poetica,102
pausa,102
imaginar,102
correia,102
nessas,102
bahia,102
preferia,102
publicos,102
ficaria,102
propos,102
estavamos,102
anuncio,102
general,102
tenente,102
sucedeu,102
serei,102
vestir,102
assistir,102
desapareceu,102
problema,102
quinhentos,102
fechada,102
admirar,102
riu,102
embaixo,102
fresca,102
larcey,102
comprido,102
pondo,102
cuidou,101
branca,101
grandeza,101
on,101
combate,101
seguro,101
cantar,101
camargo,101
vestidos,101
recebia,101
escritorio,101
america,101
servia,101
franco,101
repetia,101
liberal,101
nancy,101
fitou,101
obstaculo,101
noivos,101
professor,101
fino,101
entendo,101
flavio,100
bairro,100
roma,100
camaras,100
arvores,100
passavam,100
publicas,100
encontra,100
terreno,100
sacristao,100
contemplacao,100
indole,100
percebeu,100
mentira,100
salao,100
prelado,100
vicio,100
passados,99
luiz,99
escrevo,99
bispo,99
castigo,99
seda,99
perdi,99
fruto,99
andou,99
compensacao,99
orelhas,99
situacoes,99
literarias,99
altar,99
infelizmente,99
guardar,99
tipo,99
mercurio,99
costumava,99
cedeu,99
encanto,99
perdida,99
abria,99
triunfo,99
inverno,99
repito,99
matreiro,99
impulso,99
guernesey,98
magnifico,98
mui,98
progresso,98
cavalheiro,98
ceder,98
conveniente,98
carros,98
exato,98
ave,98
tirava,98
anteontem,98
porventura,98
ce,98
procurava,98
tribuna,98
examinar,98
ri,98
ambicoes,97
porquanto,97
novamente,97
dara,97
projetos,97
dedicacao,97
correram,97
camarote,97
muro,97
anedotas,97
valsa,97
plena,97
lancar,97
torre,97
luto,97
tilburi,97
marte,97
cujos,97
barca,97
bordo,96
mocos,96
titulos,96
bonitos,96
provas,96
unidos,96
demonio,96
sabor,96
importancia,96
historias,96
expressoes,96
prefiro,96
satisfeito,96
gato,96
lucinda,96
f,96
recordacoes,96
esquecido,96
assuntos,96
amavel,96
copia,96
terras,96
italia,96
exame,96
vila,96
misericordia,96
burro,96
necessidades,95
escura,95
alcance,95
movimentos,95
raios,95
vender,95
convidou,95
baixinho,95
homero,95
queira,95
quadros,95
raros,95
berco,95
dans,95
pele,95
un,95
ciumes,95
perda,95
fama,95
conego,95
mortal,95
venceu,95
modelo,95
rompeu,95
ceia,95
bondade,95
latim,95
gentil,95
telegrama,95
concordou,95
suplicio,94
despedida,94
carteira,94
celestina,94
houver,94
adivinhar,94
alferes,94
custodio,94
raimundo,94
tolo,94
impedir,94
inteligente,94
perdoe,94
comuns,94
estranhos,94
miloca,94
compor,94
culto,94
obsequio,94
vasta,94
danca,94
curiosa,94
acompanhado,94
namorada,94
reputacao,94
desculpa,94
note,94
soneto,94
trocar,93
deserto,93
vimos,93
majestade,93
recebido,93
morro,93
asilo,93
anedota,93
cabecas,93
cuidava,93
nascimento,93
oswald,93
casta,93
perfeito,93
bailes,93
confusao,93
relativamente,93
tranquila,93
corrente,93
recusar,93
julio,93
recolheu,93
colete,93
negro,93
inferno,93
tranquilamente,93
comecaram,92
recursos,92
servicos,92
seco,92
conter,92
montanha,92
viana,92
cumpre,92
premio,92
alcancar,92
pronta,92
viam,92
evidente,92
obscuro,92
bens,92
maioria,92
deliciosa,92
tragedia,92
escrevia,92
obedecer,92
gracioso,92
julho,92
salva,92
principe,92
calculo,92
serie,92
mrs,92
resistiu,91
terao,91
presentes,91
inacio,91
conjugal,91
chorou,91
tedio,91
momentos,91
abanou,91
paraiso,91
defesa,91
notou,91
conclui,91
flamengo,91
perpetua,91
saira,91
diversos,91
obrigada,91
exterior,91
estive,91
suicidio,91
analise,91
simplicidade,91
intencoes,91
acharam,91
sentidos,90
evitar,90
composicoes,90
ame,90
escandalo,90
fumo,90
mistura,90
acabo,90
vantagens,90
mente,90
excesso,90
dormiu,90
personagem,90
resumo,90
criada,90
pontas,90
acabada,90
creia,90
oracao,90
eleitoral,90
gostar,90
doces,90
alegremente,90
escapar,90
membros,90
alvoroco,90
massa,90
divida,90
mudou,90
cumprimento,90
gratidao,90
desprezo,90
ombro,90
belezas,89
lalau,89
tabeliao,89
acreditava,89
classe,89
marinha,89
claramente,89
fio,89
fagin,89
viii,89
publicacao,89
abalo,89
debate,89
hospede,89
remorsos,89
acredita,89
tumulto,89
diversas,89
tentou,89
placida,89
confessa,89
encontrei,89
olhares,89
vigario,89
brilhantes,88
templo,88
boticario,88
acham,88
passaros,88
elegancia,88
arvore,88
vieira,88
secreta,88
paquete,88
paleto,88
sucesso,88
saido,88
agradeceu,88
celeste,88
caminhou,88
havendo,88
despesas,88
sexo,88
gustavo,88
abri,88
preocupacao,88
patrao,88
excelentes,88
achara,88
pequenas,88
gil,88
achavam,87
apaixonado,87
marcha,87
intervalo,87
cadeia,87
sexta,87
estatua,87
afirma,87
eleicoes,87
particulares,87
plateia,87
verbo,87
instituicoes,87
reconhecer,87
faces,87
amaro,87
eramos,87
hortensia,87
principais,87
grosso,87
batendo,87
trono,87
renan,87
varanda,87
mato,87
oculos,87
licoes,87
abraco,86
seixas,86
domingos,86
falam,86
pesar,86
haveria,86
lista,86
saiam,86
cuidei,86
moreira,86
china,86
lopes,86
universo,86
bedel,86
colegas,86
cupido,86
refletir,86
raiva,86
fecha,86
juventude,86
entendia,86
grau,86
dantes,86
adolfo,85
vier,85
anteriores,85
rapida,85
ajuda,85
ultimamente,85
conversando,85
sinceramente,85
genoveva,85
metia,85
arranjar,85
hesitacao,85
dir,85
revelacao,85
estudante,85
vinganca,85
vejamos,85
trezentos,85
partiu,85
bradou,85
proferiu,85
seguintes,85
encher,85
esquecimento,85
ix,85
verdadeiros,84
sois,84
deixasse,84
caes,84
negros,84
joias,84
duarte,84
claudia,84
gozo,84
coragem,84
diario,84
populacao,84
buraco,84
queriam,84
devemos,84
subito,84
p,84
ameaca,84
cleon,84
chapeus,84
frieza,84
auxilio,84
fugiu,84
napoleao,84
metodo,84
desenlace,84
quebra,84
companheiros,84
falaram,83
tiburcio,83
beber,83
lances,83
anacleto,83
imensa,83
tarefa,83
constante,83
decreto,83
perdoar,83
meias,83
pleno,83
dancar,83
ouca,83
credito,83
exigir,83
aplauso,83
salas,83
eleitores,83
laura,83
suponho,82
titia,82
lira,82
memorias,82
mel,82
faltam,82
grego,82
duelo,82
en,82
custou,82
olhei,82
toa,82
sensacoes,82
ezequiel,82
cujas,82
conheceu,82
evidentemente,82
deixaram,82
deteve,82
amam,82
restava,82
estivera,82
tranquilidade,82
lutas,82
rochedos,82
feia,82
mandei,82
imperial,82
resistencia,82
sentenca,81
falasse,81
reserva,81
supoe,81
tiro,81
ciume,81
convencido,81
castro,81
aflicao,81
impaciencia,81
citar,81
sofrer,81
consequencias,81
chegasse,81
aprender,81
julieta,81
sombrio,81
independencia,81
merces,81
jeito,81
querida,81
ondas,81
guimaraes,81
curar,81
laco,81
vago,81
trazem,81
seguida,81
paroquia,80
inocente,80
viera,80
fechado,80
cidades,80
procurando,80
gritos,80
campanha,80
empalideceu,80
brisa,80
fatalidade,80
ossos,80
juntas,80
calar,80
apresentar,80
energia,80
exceto,80
atitude,80
consequencia,80
correspondente,80
carioca,80
empregar,80
mande,80
arma,80
saem,80
trevas,80
delfina,80
voltaram,80
cuido,80
cabelo,80
fuga,80
providencia,80
operacao,80
primavera,80
colunas,80
sentada,79
misterios,79
navios,79
recolher,79
beijar,79
direitos,79
comecei,79
facilidade,79
traducao,79
deseja,79
boato,79
perguntas,79
gastou,79
planos,79
miss,79
repouso,79
frei,79
viagens,79
imagine,79
natal,79
economia,79
verdadeiras,79
obedeceu,79
cristao,79
colher,79
intimos,79
entrevista,79
deixam,79
cheias,79
violencia,79
come,79
demasiado,79
mister,79
lisias,79
marcela,79
bancos,79
imortal,79
crista,79
rantaine,79
foge,79
magoa,79
entrara,78
secreto,78
julgar,78
cortesia,78
oferecer,78
casados,78
nascido,78
viveu,78
prisao,78
ansioso,78
lutar,78
dados,78
exata,78
luar,78
finas,78
sogro,78
el,78
congresso,78
alheia,78
seca,78
religiosa,78
mo,78
modesto,78
perdoa,78
acendeu,78
definitiva,78
obriga,78
convinha,77
mares,77
remedios,77
convidados,77
mancebo,77
descansar,77
crescer,77
expor,77
rodrigo,77
tocava,77
mare,77
donzela,77
xicara,77
merecia,77
rede,77
aborrecida,77
existia,77
impaciente,77
colo,77
provar,77
noe,77
quarta,77
consentiu,77
nevoeiro,77
egoismo,77
individuo,77
neles,76
sobe,76
luzes,76
entregar,76
shakespeare,76
pega,76
levam,76
copo,76
puramente,76
padecer,76
exemplar,76
indispensavel,76
velas,76
demorou,76
essencial,76
passei,76
severo,76
miseravel,76
inspira,76
bicho,76
assentado,76
fresco,76
acabara,76
consultar,76
eva,75
desempenho,75
ladrao,75
solene,75
delicada,75
contemplava,75
vice,75
comprou,75
gravata,75
edicao,75
brownlow,75
esqueca,75
descoberto,75
extremamente,75
proporcoes,75
maes,75
escritura,75
romper,75
comico,75
descia,75
animacao,75
reparo,75
abatido,75
enchia,75
aspiracoes,75
fidelidade,75
travou,75
exclusivamente,75
trato,75
instrumento,75
voltarete,75
aproveitou,75
contato,75
nega,75
tivessem,74
honesto,74
concerto,74
convivas,74
ingleses,74
particularmente,74
compreendia,74
propor,74
observacoes,74
tomava,74
possiveis,74
andarai,74
escapou,74
serra,74
cova,74
algibeiras,74
antunes,74
intimas,74
calada,74
elemento,74
charutos,74
pensativo,74
posse,74
fazendeiro,74
aparencia,74
chamam,74
retorquiu,74
discricao,74
anuncia,74
porfirio,74
tomando,73
sinha,73
extremo,73
lugubre,73
morria,73
mudo,73
sozinho,73
oferece,73
parado,73
perola,73
contempla,73
roupas,73
conhecem,73
freitas,73
notavel,73
terriveis,73
tinoco,73
ruim,73
canta,73
passageiros,73
delicado,73
torno,73
pegar,73
ignorancia,73
refiro,73
dezoito,73
profissao,73
bigode,72
absurdo,72
primeiramente,72
camisa,72
oposto,72
reminiscencias,72
tentar,72
gordo,72
descanso,72
trabalhava,72
portugues,72
nasce,72
critico,72
criou,72
adivinha,72
corri,72
tocou,72
tradicao,72
romances,72
usava,72
cousa,72
encontrado,72
criados,72
biblioteca,72
separar,72
luvas,72
produzir,72
aventuras,72
aplicacao,72
prende,72
extraordinario,72
mete,72
profeta,72
maciel,72
horrivel,72
tumulo,72
lanca,71
ando,71
seras,71
levaram,71
puder,71
linguas,71
gerais,71
presidencia,71
estranhas,71
rude,71
explicacoes,71
alexandre,71
fundos,71
gostou,71
levara,71
desce,71
tremulo,71
perna,71
abracou,71
mostrando,71
questoes,71
paco,71
sobra,71
teriam,71
carnaval,71
legitima,71
princesa,71
habito,71
segue,71
garnier,71
tido,71
esquecia,71
pia,71
inferior,71
suponhamos,71
queiros,71
anel,71
chegam,71
brancos,71
esconder,70
domestica,70
protestos,70
espiritual,70
vejam,70
quadrilha,70
episodios,70
obscuridade,70
reino,70
melancolico,70
milhoes,70
famoso,70
subita,70
estendendo,70
sociais,70
cintura,70
ebenezer,70
composto,70
tentativa,70
barba,70
falara,70
compreendi,70
reparar,70
socio,70
agradecer,70
levantava,70
apolo,70
beira,70
semelhanca,70
fieis,70
querido,70
abatimento,70
matrona,70
toca,70
proporcao,70
b,70
duvidas,70
ruinas,70
sessenta,69
suspiros,69
lindo,69
aviso,69
eleitor,69
defender,69
risco,69
poetico,69
parasita,69
acredito,69
farei,69
quebrar,69
criar,69
contanto,69
vencido,69
basilio,69
bolsa,69
exprime,69
confirmou,69
edificio,69
consideracoes,69
ocupar,69
quaisquer,69
declarar,69
miranda,69
conhecidos,69
saiba,69
ataque,69
devagar,69
camacho,69
releu,69
aguia,69
joaquim,69
mediante,69
preparou,69
desenvolvimento,69
acrescentar,69
deixemos,68
destinado,68
apreciacao,68
encheu,68
parlamentar,68
inuteis,68
admiravel,68
adversarios,68
recordacao,68
mudado,68
amarela,68
capa,68
serena,68
comida,68
extraordinaria,68
documento,68
escuta,68
dizes,68
exige,68
vestia,68
louvor,68
liga,68
achasse,68
moi,68
tomo,68
apanhar,68
chorava,68
mora,68
desesperado,68
frade,68
antero,68
redarguiu,68
apreciar,68
destruir,68
escadas,68
evangelho,68
lobo,68
libras,68
achando,68
exemplos,68
falso,68
totalmente,68
bandeira,68
vergueiro,68
gaveta,68
afetos,68
herois,68
caras,68
impede,67
unhas,67
instinto,67
acanhamento,67
apresenta,67
superioridade,67
cansada,67
infortunio,67
nelas,67
ignora,67
cambio,67
ocupa,67
portugal,67
jovial,67
cheios,67
faculdade,67
conflito,67
cristiana,67
tivemos,67
padres,67
tirando,67
eusebio,67
nicolau,67
cidadaos,67
esfera,67
merecimento,67
solitario,67
serviu,67
pieuvre,67
largas,67
confidente,67
atravessou,67
inocencia,67
zelo,67
afirmo,67
agradeco,67
excelencia,67
pinto,67
retratos,67
calma,66
eternamente,66
des,66
coutinho,66
assombro,66
depende,66
regimen,66
susto,66
artes,66
recuar,66
palestra,66
duvidar,66
meiga,66
solta,66
local,66
distincao,66
desculpe,66
il,66
contemplou,66
acompanhava,66
foste,66
duque,66
sentando,66
falamos,66
dorme,66
limites,66
religioso,66
habilidade,66
alcancou,66
modesta,66
penas,66
prestar,66
lento,66
entendi,66
ceus,66
vizinhos,66
entrega,66
eloquente,66
cantando,66
soldados,66
adivinhou,66
franceses,66
largos,66
distracao,66
concurso,66
sales,66
amarelo,65
tinta,65
rendas,65
cunhado,65
ferias,65
volto,65
alegrias,65
papa,65
mentalmente,65
eminente,65
barra,65
joaninha,65
fenomenos,65
longamente,65
candidatos,65
credores,65
pessoais,65
disposta,65
diversa,65
br,65
protesto,65
silvia,65
cumprimentos,65
pacheco,65
madrasta,65
risonho,65
contrato,65
bras,65
polca,65
logica,65
subia,65
melancolica,65
relevo,65
nunes,65
possuir,65
abertas,65
maxima,65
hugo,65
retirar,65
tela,65
liberais,65
violenta,65
traziam,65
caixao,65
consulta,65
preparava,65
ansiedade,65
promete,65
paises,65
regiao,65
buscava,65
fins,65
invisivel,65
contraria,65
escritas,65
estara,65
amou,65
ganha,65
honrado,64
acabasse,64
bastinhos,64
vosso,64
acreditar,64
passageiro,64
aborrecimento,64
http,64
destinos,64
mandava,64
jantares,64
compaixao,64
bravo,64
urso,64
senhoria,64
conte,64
salto,64
singulares,64
imagens,64
vizinha,64
propriedade,64
necessarias,64
imitar,64
coro,64
prato,64
vistas,64
ande,64
cresceu,64
alheias,64
intelectual,64
leque,64
nego,64
condenado,64
vous,64
conveniencia,64
definicao,64
brincando,64
ficavam,64
intervencao,63
qui,63
voltara,63
moderna,63
italiano,63
guardou,63
gemeos,63
salvador,63
pecados,63
busto,63
fraco,63
consta,63
elvira,63
pasmo,63
extensao,63
pense,63
acordar,63
justina,63
ingrato,63
afeicoes,63
sede,63
conserva,63
observar,63
sombria,63
justa,63
parecendo,63
cubas,63
marcado,63
bacamarte,63
morrera,63
milhares,63
sujeitos,63
rodrigues,63
interessantes,63
duras,63
estreito,63
fraqueza,63
morrem,63
pires,63
acorda,63
veremos,63
admitir,63
definitivamente,63
passeios,63
empresario,63
originalidade,63
diabos,63
sabido,63
francos,63
formula,63
mania,63
reu,63
espere,63
suspeitas,63
ovo,63
aposto,63
atribuir,63
pio,63
duvido,63
fizeste,63
glorias,63
sowerberry,63
presa,63
bastou,63
apertar,62
receava,62
in,62
inventou,62
recordar,62
rochas,62
males,62
moderno,62
industria,62
adao,62
queixo,62
argumento,62
magistrado,62
atencoes,62
louros,62
eras,62
cansaco,62
especialmente,62
significacao,62
anunciou,62
saisse,62
advertiu,62
estatura,62
suave,62
confidencia,62
compoe,62
limitou,62
metido,62
uol,62
machadodeassis,62
chora,62
cumprimentou,62
colecao,62
algarismos,62
chorando,62
tinhamos,62
leite,62
prefacio,62
elogio,62
mexico,62
barbas,62
seguranca,62
caixeiro,62
palacio,62
garganta,62
puderam,62
repentinamente,62
cortar,62
veneno,61
couro,61
levasse,61
extrema,61
emenda,61
cruzeiro,61
amaral,61
espanha,61
militar,61
rodas,61
severa,61
medicos,61
recado,61
tesouro,61
pergunto,61
venda,61
posta,61
sampson,61
amorosa,61
paraguai,61
conservador,61
vemos,61
brando,61
tomado,61
testemunhas,61
rochinha,61
gota,61
confiou,61
carruagem,61
inspirar,61
risonha,61
cunho,61
galeria,61
rigor,61
vivamente,61
deixado,61
troco,61
sacudiu,61
juramento,61
admirado,61
usar,61
cento,61
aparente,61
voltasse,61
procurador,61
respirou,61
solitaria,61
naufragio,61
indice,61
eloquencia,61
americano,61
preparar,61
romano,61
quantia,61
cora,60
mercantil,60
assentou,60
levantei,60
estreia,60
serenidade,60
discreto,60
conhecida,60
faltar,60
capazes,60
descricao,60
objecao,60
assinatura,60
alusao,60
escrevendo,60
unidade,60
senso,60
anima,60
trazendo,60
estrofes,60
ponte,60
interrogou,60
imaginou,60
elisiario,60
juri,60
case,60
emendou,60
apresentado,60
impetos,60
morar,60
sacerdote,60
negou,60
declara,60
disposicoes,60
diretamente,60
circulo,60
lourenco,60
regaco,60
audacia,60
plantas,60
leio,60
placido,60
mando,60
chegaria,60
diverso,60
espantada,60
rosina,60
naqueles,60
conversava,60
pagou,60
correndo,60
preocupacoes,60
elevada,60
caindo,60
convento,60
salvacao,60
catastrofe,60
vinculo,60
enfiou,60
ouvisse,60
erros,60
elevado,60
tratando,59
ocorreu,59
homenagem,59
proveito,59
base,59
beco,59
criador,59
positivamente,59
passasse,59
elogios,59
inimigos,59
deveres,59
autos,59
merecem,59
parabens,59
chegamos,59
veras,59
ouviram,59
altos,59
examinou,59
chefes,59
vence,59
ficamos,59
negativa,59
labio,59
buenos,59
incomodo,59
resignacao,59
vencedor,59
clausula,59
faltou,59
urna,59
planta,59
consola,59
treze,59
desfecho,59
temporal,59
fadiga,59
sociedades,59
fraca,59
bronze,59
curso,59
apoio,59
exercicio,59
estiver,59
viuvo,59
niteroi,58
puxou,58
aparentemente,58
grossa,58
quitanda,58
fechadas,58
conceito,58
calados,58
cheiro,58
diretor,58
administracao,58
companheira,58
poeira,58
peixe,58
delito,58
secretario,58
estreita,58
codigo,58
madeira,58
acudir,58
compra,58
herdeiro,58
acharia,58
bates,58
solteira,58
ignorava,58
parava,58
casco,58
ator,58
tribunal,58
boatos,58
costuma,58
sabio,58
pretendentes,58
portuguesa,58
conciliar,58
cria,58
restituir,58
desenho,58
satisfazer,58
les,58
girardin,58
abertura,58
inesperada,58
promessas,58
delicias,58
espectadores,58
joia,58
aproximava,58
azuis,58
cantava,58
docura,57
pesadelo,57
insistencia,57
negra,57
respeita,57
quintanilha,57
comeu,57
delicioso,57
fidalgo,57
poderiam,57
exclamacao,57
tratado,57
derradeiro,57
leguas,57
comedias,57
cortinas,57
cachorro,57
portao,57
estrangeiro,57
brandura,57
dividas,57
je,57
bentinho,57
contentamento,57
referir,57
fastio,57
bico,57
escrevera,57
visivel,57
dit,57
delicadeza,57
absoluto,57
comovido,57
tendencias,57
admirou,57
esperei,57
vigor,57
obscura,57
ferido,57
membro,57
gastar,57
miudo,57
posteridade,57
imitacao,57
interveio,57
catete,57
acabaram,57
desfazer,57
marmore,57
organizacao,57
aperto,57
seguiram,57
impresso,57
convidado,57
passe,57
dificilmente,56
alheio,56
calcada,56
revolver,56
usa,56
espinhos,56
ingenua,56
brito,56
publicar,56
foro,56
jogar,56
alvo,56
esmola,56
esconde,56
restos,56
moliere,56
revelou,56
dolorosa,56
adversario,56
golpes,56
perguntando,56
erguendo,56
consorcio,56
resoluto,56
silenciosamente,56
total,56
rape,56
diminuir,56
facam,56
ansiosa,56
atmosfera,56
ode,56
negociante,56
arriscar,56
faceis,56
voila,56
cavaleiro,56
desconfianca,56
documentos,56
digam,56
elegantes,56
fecunda,56
conservou,56
vara,56
esqueleto,56
licito,56
cabocla,56
tornara,56
guerreiro,56
apertando,56
tristemente,56
segura,56
ajudar,56
penetrar,56
consolar,56
sagrado,56
suprema,56
arrancou,56
verei,55
bonds,55
dezesseis,55
explosao,55
debates,55
areia,55
regular,55
briga,55
carlinhos,55
neve,55
sermao,55
puseram,55
peguei,55
